label,video_name,frame,CA,SA,KA
ERGONOMIC,ERGO_007 .mp4,327,60.42,94.39,146.03
ERGONOMIC,ERGO_007 .mp4,328,59.53,94.45,145.09
ERGONOMIC,ERGO_007 .mp4,329,59.13,94.42,144.7
ERGONOMIC,ERGO_007 .mp4,330,60.05,94.2,145.85
ERGONOMIC,ERGO_007 .mp4,331,60.82,94.75,146.06
ERGONOMIC,ERGO_007 .mp4,332,61.52,94.54,146.97
ERGONOMIC,ERGO_007 .mp4,333,61.75,94.56,147.19
ERGONOMIC,ERGO_007 .mp4,334,61.65,94.78,146.86
ERGONOMIC,ERGO_007 .mp4,335,61.52,94.97,146.55
ERGONOMIC,ERGO_007 .mp4,336,60.79,94.97,145.82
ERGONOMIC,ERGO_007 .mp4,337,60.76,94.95,145.81
ERGONOMIC,ERGO_007 .mp4,338,59.98,94.91,145.07
ERGONOMIC,ERGO_007 .mp4,339,59.18,95.09,144.09
ERGONOMIC,ERGO_007 .mp4,340,59.74,94.91,144.84
ERGONOMIC,ERGO_007 .mp4,341,59.98,94.91,145.08
ERGONOMIC,ERGO_007 .mp4,342,60.7,94.73,145.97
ERGONOMIC,ERGO_007 .mp4,343,61.21,94.75,146.47
ERGONOMIC,ERGO_007 .mp4,344,62.19,94.32,147.87
ERGONOMIC,ERGO_007 .mp4,345,61.94,94.32,147.63
ERGONOMIC,ERGO_007 .mp4,346,62.81,94.0,148.81
ERGONOMIC,ERGO_007 .mp4,347,63.31,93.78,149.53
ERGONOMIC,ERGO_007 .mp4,348,63.31,93.68,149.63
ERGONOMIC,ERGO_007 .mp4,349,63.31,93.47,149.84
ERGONOMIC,ERGO_007 .mp4,350,63.43,93.47,149.97
ERGONOMIC,ERGO_007 .mp4,351,62.32,93.79,148.53
ERGONOMIC,ERGO_007 .mp4,352,62.22,94.09,148.13
ERGONOMIC,ERGO_007 .mp4,353,61.61,94.18,147.43
ERGONOMIC,ERGO_007 .mp4,354,61.5,94.23,147.27
ERGONOMIC,ERGO_007 .mp4,355,61.63,94.31,147.32
ERGONOMIC,ERGO_007 .mp4,356,62.34,94.1,148.24
ERGONOMIC,ERGO_007 .mp4,357,62.23,94.25,147.98
ERGONOMIC,ERGO_007 .mp4,358,63.43,94.08,149.36
ERGONOMIC,ERGO_007 .mp4,359,64.16,94.48,149.67
ERGONOMIC,ERGO_007 .mp4,360,63.43,94.71,148.72
ERGONOMIC,ERGO_007 .mp4,361,62.49,94.93,147.55
ERGONOMIC,ERGO_008.mp4,0,81.87,102.01,159.86
ERGONOMIC,ERGO_008.mp4,1,82.5,105.45,157.05
ERGONOMIC,ERGO_008.mp4,2,79.91,108.4,151.51
ERGONOMIC,ERGO_008.mp4,3,78.33,108.74,149.59
ERGONOMIC,ERGO_008.mp4,4,80.34,109.7,150.64
ERGONOMIC,ERGO_008.mp4,5,78.45,111.12,147.34
ERGONOMIC,ERGO_008.mp4,6,76.71,111.6,145.11
ERGONOMIC,ERGO_008.mp4,7,78.51,110.7,147.81
ERGONOMIC,ERGO_008.mp4,8,77.47,110.19,147.28
ERGONOMIC,ERGO_008.mp4,9,77.77,109.44,148.33
ERGONOMIC,ERGO_008.mp4,10,77.6,109.63,147.98
ERGONOMIC,ERGO_008.mp4,11,77.91,109.86,148.05
ERGONOMIC,ERGO_008.mp4,12,78.51,109.9,148.61
ERGONOMIC,ERGO_008.mp4,13,79.42,109.83,149.59
ERGONOMIC,ERGO_008.mp4,14,79.47,110.17,149.3
ERGONOMIC,ERGO_008.mp4,15,79.47,110.17,149.3
ERGONOMIC,ERGO_008.mp4,16,79.47,110.01,149.46
ERGONOMIC,ERGO_008.mp4,17,79.53,109.9,149.63
ERGONOMIC,ERGO_008.mp4,18,79.89,109.79,150.1
ERGONOMIC,ERGO_008.mp4,19,79.7,109.9,149.8
ERGONOMIC,ERGO_008.mp4,20,80.1,109.63,150.47
ERGONOMIC,ERGO_008.mp4,21,80.39,109.51,150.88
ERGONOMIC,ERGO_008.mp4,22,80.44,109.4,151.04
ERGONOMIC,ERGO_008.mp4,23,80.44,109.36,151.08
ERGONOMIC,ERGO_008.mp4,24,80.1,109.43,150.66
ERGONOMIC,ERGO_008.mp4,25,80.15,109.24,150.9
ERGONOMIC,ERGO_008.mp4,26,80.15,109.28,150.86
ERGONOMIC,ERGO_008.mp4,27,80.15,109.37,150.78
ERGONOMIC,ERGO_008.mp4,28,80.15,109.45,150.7
ERGONOMIC,ERGO_008.mp4,29,80.78,109.33,151.45
ERGONOMIC,ERGO_008.mp4,30,81.16,109.33,151.83
ERGONOMIC,ERGO_008.mp4,31,81.45,109.21,152.24
ERGONOMIC,ERGO_008.mp4,32,82.41,109.41,152.99
ERGONOMIC,ERGO_008.mp4,33,82.69,109.41,153.28
ERGONOMIC,ERGO_008.mp4,34,82.73,109.45,153.28
ERGONOMIC,ERGO_008.mp4,35,83.02,109.38,153.64
ERGONOMIC,ERGO_008.mp4,36,82.8,109.65,153.15
ERGONOMIC,ERGO_008.mp4,37,82.59,109.7,152.9
ERGONOMIC,ERGO_008.mp4,38,82.67,109.74,152.93
ERGONOMIC,ERGO_008.mp4,39,82.42,109.74,152.69
ERGONOMIC,ERGO_008.mp4,40,82.74,109.74,153.0
ERGONOMIC,ERGO_008.mp4,41,82.74,109.74,153.0
ERGONOMIC,ERGO_008.mp4,42,83.01,109.62,153.39
ERGONOMIC,ERGO_008.mp4,43,82.77,109.66,153.11
ERGONOMIC,ERGO_008.mp4,44,82.5,109.66,152.83
ERGONOMIC,ERGO_008.mp4,45,82.53,109.59,152.95
ERGONOMIC,ERGO_008.mp4,46,82.3,109.51,152.79
ERGONOMIC,ERGO_008.mp4,47,82.3,109.51,152.79
ERGONOMIC,ERGO_008.mp4,48,82.3,109.43,152.86
ERGONOMIC,ERGO_008.mp4,49,81.44,109.39,152.05
ERGONOMIC,ERGO_008.mp4,50,81.21,109.27,151.94
ERGONOMIC,ERGO_008.mp4,51,81.21,109.31,151.9
ERGONOMIC,ERGO_008.mp4,52,80.31,109.11,151.2
ERGONOMIC,ERGO_008.mp4,53,79.99,108.99,151.0
ERGONOMIC,ERGO_008.mp4,54,79.94,108.95,150.99
ERGONOMIC,ERGO_008.mp4,55,79.62,108.95,150.67
ERGONOMIC,ERGO_008.mp4,56,79.57,108.95,150.62
ERGONOMIC,ERGO_008.mp4,57,79.52,109.11,150.41
ERGONOMIC,ERGO_008.mp4,58,79.19,109.23,149.96
ERGONOMIC,ERGO_008.mp4,59,79.14,109.23,149.91
ERGONOMIC,ERGO_008.mp4,60,79.36,109.23,150.13
ERGONOMIC,ERGO_008.mp4,61,79.59,109.35,150.24
ERGONOMIC,ERGO_008.mp4,62,79.26,109.19,150.07
ERGONOMIC,ERGO_008.mp4,63,78.86,109.03,149.83
ERGONOMIC,ERGO_008.mp4,64,78.86,109.15,149.71
ERGONOMIC,ERGO_008.mp4,65,78.8,109.03,149.78
ERGONOMIC,ERGO_008.mp4,66,79.09,108.91,150.18
ERGONOMIC,ERGO_008.mp4,67,79.62,108.79,150.82
ERGONOMIC,ERGO_008.mp4,68,79.62,108.79,150.82
ERGONOMIC,ERGO_008.mp4,69,79.96,108.79,151.17
ERGONOMIC,ERGO_008.mp4,70,80.25,108.67,151.57
ERGONOMIC,ERGO_008.mp4,71,80.25,108.67,151.57
ERGONOMIC,ERGO_008.mp4,72,80.25,108.71,151.53
ERGONOMIC,ERGO_008.mp4,73,80.25,108.71,151.53
ERGONOMIC,ERGO_008.mp4,74,80.25,108.71,151.53
ERGONOMIC,ERGO_008.mp4,75,80.59,108.59,151.99
ERGONOMIC,ERGO_008.mp4,76,80.59,108.59,151.99
ERGONOMIC,ERGO_008.mp4,77,80.59,108.59,151.99
ERGONOMIC,ERGO_008.mp4,78,80.59,108.59,151.99
ERGONOMIC,ERGO_008.mp4,79,80.59,108.59,151.99
ERGONOMIC,ERGO_008.mp4,80,80.59,108.59,151.99
ERGONOMIC,ERGO_008.mp4,81,80.59,108.63,151.95
ERGONOMIC,ERGO_008.mp4,82,80.83,108.59,152.23
ERGONOMIC,ERGO_008.mp4,83,80.54,108.71,151.82
ERGONOMIC,ERGO_008.mp4,84,80.54,108.83,151.7
ERGONOMIC,ERGO_008.mp4,85,80.54,108.79,151.75
ERGONOMIC,ERGO_008.mp4,86,80.54,108.79,151.75
ERGONOMIC,ERGO_008.mp4,87,80.54,108.79,151.75
ERGONOMIC,ERGO_008.mp4,88,81.37,109.38,151.98
ERGONOMIC,ERGO_008.mp4,89,81.62,109.38,152.23
ERGONOMIC,ERGO_008.mp4,90,82.5,109.66,152.84
ERGONOMIC,ERGO_008.mp4,91,83.1,109.82,153.28
ERGONOMIC,ERGO_008.mp4,92,83.69,109.7,153.99
ERGONOMIC,ERGO_008.mp4,93,83.69,109.7,153.99
ERGONOMIC,ERGO_008.mp4,94,83.69,109.75,153.95
ERGONOMIC,ERGO_008.mp4,95,83.73,109.79,153.94
ERGONOMIC,ERGO_008.mp4,96,83.73,109.79,153.94
ERGONOMIC,ERGO_008.mp4,97,83.17,109.91,153.26
ERGONOMIC,ERGO_008.mp4,98,82.87,110.03,152.85
ERGONOMIC,ERGO_008.mp4,99,82.87,110.03,152.85
ERGONOMIC,ERGO_008.mp4,100,82.87,109.91,152.97
ERGONOMIC,ERGO_008.mp4,101,82.87,110.03,152.85
ERGONOMIC,ERGO_008.mp4,102,82.33,110.14,152.18
ERGONOMIC,ERGO_008.mp4,103,81.75,110.34,151.41
ERGONOMIC,ERGO_008.mp4,104,81.45,110.34,151.12
ERGONOMIC,ERGO_008.mp4,105,81.41,110.29,151.12
ERGONOMIC,ERGO_008.mp4,106,81.41,110.29,151.12
ERGONOMIC,ERGO_008.mp4,107,81.41,110.29,151.12
ERGONOMIC,ERGO_008.mp4,108,81.45,110.29,151.16
ERGONOMIC,ERGO_008.mp4,109,81.45,110.29,151.16
ERGONOMIC,ERGO_008.mp4,110,81.45,110.29,151.16
ERGONOMIC,ERGO_008.mp4,111,81.45,110.29,151.16
ERGONOMIC,ERGO_008.mp4,112,81.45,110.29,151.16
ERGONOMIC,ERGO_008.mp4,113,81.79,110.34,151.45
ERGONOMIC,ERGO_008.mp4,114,81.79,110.34,151.45
ERGONOMIC,ERGO_008.mp4,115,81.79,110.34,151.45
ERGONOMIC,ERGO_008.mp4,116,82.37,110.38,151.99
ERGONOMIC,ERGO_008.mp4,117,82.66,110.66,152.0
ERGONOMIC,ERGO_008.mp4,118,83.24,110.31,152.93
ERGONOMIC,ERGO_008.mp4,119,83.56,110.23,153.33
ERGONOMIC,ERGO_008.mp4,120,84.14,110.04,154.11
ERGONOMIC,ERGO_008.mp4,121,85.31,109.2,156.11
ERGONOMIC,ERGO_008.mp4,122,85.89,108.84,157.06
ERGONOMIC,ERGO_008.mp4,123,85.89,108.6,157.3
ERGONOMIC,ERGO_008.mp4,124,84.56,108.15,156.41
ERGONOMIC,ERGO_008.mp4,125,83.92,107.74,156.18
ERGONOMIC,ERGO_008.mp4,126,84.03,107.53,156.5
ERGONOMIC,ERGO_008.mp4,127,84.64,107.78,156.86
ERGONOMIC,ERGO_008.mp4,128,85.19,108.03,157.17
ERGONOMIC,ERGO_008.mp4,129,85.45,107.99,157.46
ERGONOMIC,ERGO_008.mp4,130,86.19,107.7,158.49
ERGONOMIC,ERGO_008.mp4,131,86.42,107.45,158.97
ERGONOMIC,ERGO_008.mp4,132,86.93,107.29,159.64
ERGONOMIC,ERGO_008.mp4,133,87.61,107.55,160.06
ERGONOMIC,ERGO_008.mp4,134,88.12,107.84,160.28
ERGONOMIC,ERGO_008.mp4,135,88.11,107.84,160.27
ERGONOMIC,ERGO_008.mp4,136,88.11,107.84,160.27
ERGONOMIC,ERGO_008.mp4,137,88.09,107.8,160.29
ERGONOMIC,ERGO_008.mp4,138,88.09,107.64,160.45
ERGONOMIC,ERGO_008.mp4,139,88.09,107.6,160.49
ERGONOMIC,ERGO_008.mp4,140,88.08,107.56,160.52
ERGONOMIC,ERGO_008.mp4,141,87.53,107.44,160.09
ERGONOMIC,ERGO_008.mp4,142,86.97,107.44,159.53
ERGONOMIC,ERGO_008.mp4,143,86.44,107.6,158.84
ERGONOMIC,ERGO_008.mp4,144,86.15,107.25,158.9
ERGONOMIC,ERGO_008.mp4,145,85.6,107.18,158.43
ERGONOMIC,ERGO_008.mp4,146,85.62,107.01,158.61
ERGONOMIC,ERGO_008.mp4,147,86.2,106.84,159.36
ERGONOMIC,ERGO_008.mp4,148,86.24,106.94,159.3
ERGONOMIC,ERGO_008.mp4,149,86.79,107.02,159.77
ERGONOMIC,ERGO_008.mp4,150,87.32,106.9,160.43
ERGONOMIC,ERGO_008.mp4,151,88.39,106.81,161.58
ERGONOMIC,ERGO_008.mp4,152,87.8,106.98,160.82
ERGONOMIC,ERGO_008.mp4,153,87.77,107.07,160.7
ERGONOMIC,ERGO_008.mp4,154,87.74,107.31,160.43
ERGONOMIC,ERGO_008.mp4,155,87.15,107.51,159.64
ERGONOMIC,ERGO_008.mp4,156,87.42,107.75,159.67
ERGONOMIC,ERGO_008.mp4,157,87.41,108.0,159.42
ERGONOMIC,ERGO_008.mp4,158,87.12,108.24,158.89
ERGONOMIC,ERGO_008.mp4,159,87.09,108.24,158.86
ERGONOMIC,ERGO_008.mp4,160,87.08,108.32,158.76
ERGONOMIC,ERGO_008.mp4,161,87.08,107.96,159.12
ERGONOMIC,ERGO_008.mp4,162,86.77,107.8,158.97
ERGONOMIC,ERGO_008.mp4,163,86.77,107.88,158.89
ERGONOMIC,ERGO_008.mp4,164,86.79,107.92,158.87
ERGONOMIC,ERGO_008.mp4,165,86.79,108.04,158.75
ERGONOMIC,ERGO_008.mp4,166,86.77,108.28,158.5
ERGONOMIC,ERGO_008.mp4,167,86.79,108.43,158.35
ERGONOMIC,ERGO_008.mp4,168,86.8,108.63,158.17
ERGONOMIC,ERGO_008.mp4,169,87.09,108.79,158.3
ERGONOMIC,ERGO_008.mp4,170,86.8,108.91,157.89
ERGONOMIC,ERGO_008.mp4,171,86.8,109.08,157.73
ERGONOMIC,ERGO_008.mp4,172,86.8,109.12,157.69
ERGONOMIC,ERGO_008.mp4,173,86.51,109.24,157.28
ERGONOMIC,ERGO_008.mp4,174,86.53,109.28,157.25
ERGONOMIC,ERGO_008.mp4,175,86.51,109.28,157.24
ERGONOMIC,ERGO_008.mp4,176,86.51,109.28,157.24
ERGONOMIC,ERGO_008.mp4,177,86.22,109.28,156.95
ERGONOMIC,ERGO_008.mp4,178,86.22,109.16,157.07
ERGONOMIC,ERGO_008.mp4,179,86.22,108.92,157.31
ERGONOMIC,ERGO_008.mp4,180,86.21,108.88,157.33
ERGONOMIC,ERGO_008.mp4,181,86.21,108.64,157.57
ERGONOMIC,ERGO_008.mp4,182,86.21,108.6,157.61
ERGONOMIC,ERGO_008.mp4,183,85.91,108.72,157.2
ERGONOMIC,ERGO_008.mp4,184,85.91,108.72,157.2
ERGONOMIC,ERGO_008.mp4,185,85.91,108.72,157.2
ERGONOMIC,ERGO_008.mp4,186,85.94,108.76,157.18
ERGONOMIC,ERGO_008.mp4,187,85.96,108.8,157.16
ERGONOMIC,ERGO_008.mp4,188,85.67,108.92,156.75
ERGONOMIC,ERGO_008.mp4,189,85.69,108.96,156.73
ERGONOMIC,ERGO_008.mp4,190,85.67,108.96,156.71
ERGONOMIC,ERGO_008.mp4,191,85.67,108.96,156.71
ERGONOMIC,ERGO_008.mp4,192,85.69,109.28,156.41
ERGONOMIC,ERGO_008.mp4,193,85.69,109.4,156.28
ERGONOMIC,ERGO_008.mp4,194,85.4,109.69,155.71
ERGONOMIC,ERGO_008.mp4,195,85.4,109.82,155.58
ERGONOMIC,ERGO_008.mp4,196,85.12,109.7,155.42
ERGONOMIC,ERGO_008.mp4,197,85.09,109.7,155.4
ERGONOMIC,ERGO_008.mp4,198,84.78,109.7,155.08
ERGONOMIC,ERGO_008.mp4,199,84.46,109.77,154.69
ERGONOMIC,ERGO_008.mp4,200,84.43,109.57,154.87
ERGONOMIC,ERGO_008.mp4,201,83.85,109.57,154.29
ERGONOMIC,ERGO_008.mp4,202,83.82,109.53,154.3
ERGONOMIC,ERGO_008.mp4,203,83.79,109.12,154.67
ERGONOMIC,ERGO_008.mp4,204,83.46,108.96,154.5
ERGONOMIC,ERGO_008.mp4,205,83.46,108.8,154.67
ERGONOMIC,ERGO_008.mp4,206,83.79,108.68,155.11
ERGONOMIC,ERGO_008.mp4,207,83.76,108.52,155.24
ERGONOMIC,ERGO_008.mp4,208,83.76,108.39,155.36
ERGONOMIC,ERGO_008.mp4,209,82.91,108.52,154.4
ERGONOMIC,ERGO_008.mp4,210,82.66,108.56,154.1
ERGONOMIC,ERGO_008.mp4,211,82.66,108.56,154.1
ERGONOMIC,ERGO_008.mp4,212,82.37,108.56,153.81
ERGONOMIC,ERGO_008.mp4,213,82.37,108.56,153.81
ERGONOMIC,ERGO_008.mp4,214,82.08,108.56,153.52
ERGONOMIC,ERGO_008.mp4,215,82.08,108.68,153.4
ERGONOMIC,ERGO_008.mp4,216,82.08,108.68,153.4
ERGONOMIC,ERGO_008.mp4,217,82.08,108.68,153.4
ERGONOMIC,ERGO_008.mp4,218,82.12,109.12,153.0
ERGONOMIC,ERGO_008.mp4,219,82.12,109.36,152.75
ERGONOMIC,ERGO_008.mp4,220,82.41,109.45,152.96
ERGONOMIC,ERGO_008.mp4,221,82.41,109.61,152.79
ERGONOMIC,ERGO_008.mp4,222,82.41,109.61,152.79
ERGONOMIC,ERGO_008.mp4,223,82.41,109.61,152.79
ERGONOMIC,ERGO_008.mp4,224,82.41,109.49,152.92
ERGONOMIC,ERGO_008.mp4,225,82.41,109.25,153.16
ERGONOMIC,ERGO_008.mp4,226,82.08,109.04,153.03
ERGONOMIC,ERGO_008.mp4,227,82.08,108.8,153.28
ERGONOMIC,ERGO_008.mp4,228,82.08,108.31,153.76
ERGONOMIC,ERGO_008.mp4,229,82.04,107.87,154.17
ERGONOMIC,ERGO_008.mp4,230,82.04,107.59,154.45
ERGONOMIC,ERGO_008.mp4,231,81.75,107.43,154.32
ERGONOMIC,ERGO_008.mp4,232,81.45,107.39,154.06
ERGONOMIC,ERGO_008.mp4,233,81.12,107.35,153.77
ERGONOMIC,ERGO_008.mp4,234,81.12,107.23,153.89
ERGONOMIC,ERGO_008.mp4,235,81.07,107.23,153.84
ERGONOMIC,ERGO_008.mp4,236,81.07,107.23,153.84
ERGONOMIC,ERGO_008.mp4,237,81.07,107.11,153.96
ERGONOMIC,ERGO_008.mp4,238,81.12,107.15,153.97
ERGONOMIC,ERGO_008.mp4,239,81.12,107.27,153.85
ERGONOMIC,ERGO_008.mp4,240,80.83,107.39,153.44
ERGONOMIC,ERGO_008.mp4,241,80.83,107.51,153.32
ERGONOMIC,ERGO_008.mp4,242,80.73,107.6,153.14
ERGONOMIC,ERGO_008.mp4,243,80.44,107.72,152.72
ERGONOMIC,ERGO_008.mp4,244,80.44,107.72,152.72
ERGONOMIC,ERGO_008.mp4,245,80.44,107.84,152.6
ERGONOMIC,ERGO_008.mp4,246,80.44,107.84,152.6
ERGONOMIC,ERGO_008.mp4,247,80.44,108.51,151.93
ERGONOMIC,ERGO_008.mp4,248,80.73,108.84,151.9
ERGONOMIC,ERGO_008.mp4,249,81.28,108.72,152.56
ERGONOMIC,ERGO_008.mp4,250,81.62,108.8,152.82
ERGONOMIC,ERGO_008.mp4,251,81.62,108.8,152.82
ERGONOMIC,ERGO_008.mp4,252,81.91,108.8,153.11
ERGONOMIC,ERGO_008.mp4,253,81.03,109.16,151.87
ERGONOMIC,ERGO_008.mp4,254,81.03,109.28,151.75
ERGONOMIC,ERGO_008.mp4,255,80.73,109.28,151.46
ERGONOMIC,ERGO_008.mp4,256,78.63,110.44,148.19
ERGONOMIC,ERGO_008.mp4,257,78.57,111.0,147.57
ERGONOMIC,ERGO_008.mp4,258,79.01,111.0,148.0
ERGONOMIC,ERGO_008.mp4,259,79.58,111.19,148.39
ERGONOMIC,ERGO_008.mp4,260,79.58,111.19,148.39
ERGONOMIC,ERGO_008.mp4,261,80.22,111.31,148.91
ERGONOMIC,ERGO_008.mp4,262,80.54,111.31,149.23
ERGONOMIC,ERGO_008.mp4,263,81.73,111.31,150.42
ERGONOMIC,ERGO_008.mp4,264,82.06,111.31,150.75
ERGONOMIC,ERGO_008.mp4,265,81.78,111.66,150.12
ERGONOMIC,ERGO_008.mp4,266,81.45,111.71,149.75
ERGONOMIC,ERGO_008.mp4,267,83.41,111.73,151.67
ERGONOMIC,ERGO_008.mp4,268,84.06,111.78,152.28
ERGONOMIC,ERGO_008.mp4,269,84.39,111.78,152.61
ERGONOMIC,ERGO_008.mp4,270,84.39,111.83,152.56
ERGONOMIC,ERGO_008.mp4,271,84.03,111.78,152.25
ERGONOMIC,ERGO_008.mp4,272,83.7,111.3,152.39
ERGONOMIC,ERGO_008.mp4,273,83.0,110.97,152.03
ERGONOMIC,ERGO_008.mp4,274,83.0,110.85,152.14
ERGONOMIC,ERGO_008.mp4,275,83.47,110.57,152.9
ERGONOMIC,ERGO_008.mp4,276,84.08,110.53,153.56
ERGONOMIC,ERGO_008.mp4,277,84.36,110.32,154.04
ERGONOMIC,ERGO_008.mp4,278,84.71,110.2,154.51
ERGONOMIC,ERGO_008.mp4,279,83.09,110.16,152.93
ERGONOMIC,ERGO_008.mp4,280,81.92,110.16,151.76
ERGONOMIC,ERGO_008.mp4,281,81.73,110.11,151.62
ERGONOMIC,ERGO_008.mp4,282,81.35,110.7,150.65
ERGONOMIC,ERGO_008.mp4,283,80.98,111.01,149.96
ERGONOMIC,ERGO_008.mp4,284,80.98,110.89,150.08
ERGONOMIC,ERGO_008.mp4,285,81.08,110.73,150.35
ERGONOMIC,ERGO_008.mp4,286,81.45,110.57,150.88
ERGONOMIC,ERGO_008.mp4,287,82.1,110.64,151.46
ERGONOMIC,ERGO_008.mp4,288,82.15,110.76,151.39
ERGONOMIC,ERGO_008.mp4,289,82.54,110.06,152.48
ERGONOMIC,ERGO_008.mp4,290,83.02,109.66,153.36
ERGONOMIC,ERGO_008.mp4,291,83.12,110.1,153.02
ERGONOMIC,ERGO_008.mp4,292,82.73,110.34,152.39
ERGONOMIC,ERGO_008.mp4,293,81.38,110.34,151.05
ERGONOMIC,ERGO_008.mp4,294,81.91,109.39,152.52
ERGONOMIC,ERGO_008.mp4,295,83.26,108.84,154.42
ERGONOMIC,ERGO_008.mp4,296,83.29,108.64,154.65
ERGONOMIC,ERGO_008.mp4,297,83.08,108.72,154.36
ERGONOMIC,ERGO_008.mp4,298,82.81,108.96,153.85
ERGONOMIC,ERGO_008.mp4,299,82.53,108.96,153.57
ERGONOMIC,ERGO_008.mp4,300,82.81,108.64,154.17
ERGONOMIC,ERGO_008.mp4,301,82.5,108.52,153.98
ERGONOMIC,ERGO_008.mp4,302,81.51,108.8,152.71
ERGONOMIC,ERGO_008.mp4,303,81.19,109.04,152.15
ERGONOMIC,ERGO_008.mp4,304,80.86,108.68,152.19
ERGONOMIC,ERGO_008.mp4,305,81.19,108.35,152.84
ERGONOMIC,ERGO_008.mp4,306,80.58,108.11,152.48
ERGONOMIC,ERGO_008.mp4,307,80.86,107.86,153.0
ERGONOMIC,ERGO_008.mp4,308,80.63,107.78,152.85
ERGONOMIC,ERGO_008.mp4,309,80.35,107.78,152.57
ERGONOMIC,ERGO_008.mp4,310,79.93,107.41,152.52
ERGONOMIC,ERGO_008.mp4,311,79.59,107.04,152.56
ERGONOMIC,ERGO_008.mp4,312,79.31,107.07,152.24
ERGONOMIC,ERGO_008.mp4,313,78.58,107.07,151.5
ERGONOMIC,ERGO_008.mp4,314,78.52,107.11,151.41
ERGONOMIC,ERGO_008.mp4,315,78.46,107.24,151.22
ERGONOMIC,ERGO_008.mp4,316,77.25,107.07,150.17
ERGONOMIC,ERGO_008.mp4,317,76.54,107.08,149.46
ERGONOMIC,ERGO_008.mp4,318,76.11,107.13,148.98
ERGONOMIC,ERGO_008.mp4,319,75.09,107.3,147.79
ERGONOMIC,ERGO_008.mp4,320,74.35,107.47,146.88
ERGONOMIC,ERGO_008.mp4,321,74.26,107.71,146.55
ERGONOMIC,ERGO_008.mp4,322,74.26,107.79,146.47
ERGONOMIC,ERGO_008.mp4,323,74.26,107.91,146.35
ERGONOMIC,ERGO_008.mp4,324,74.18,107.87,146.31
ERGONOMIC,ERGO_008.mp4,325,74.26,107.87,146.39
ERGONOMIC,ERGO_008.mp4,326,74.18,107.6,146.59
ERGONOMIC,ERGO_008.mp4,327,73.97,107.6,146.38
ERGONOMIC,ERGO_008.mp4,328,74.26,107.47,146.79
ERGONOMIC,ERGO_008.mp4,329,74.35,107.47,146.87
ERGONOMIC,ERGO_008.mp4,330,74.35,107.47,146.87
ERGONOMIC,ERGO_008.mp4,331,74.35,107.47,146.87
ERGONOMIC,ERGO_008.mp4,332,75.6,107.27,148.33
ERGONOMIC,ERGO_008.mp4,333,76.26,107.31,148.95
ERGONOMIC,ERGO_008.mp4,334,76.55,107.43,149.12
ERGONOMIC,ERGO_008.mp4,335,77.21,107.47,149.74
ERGONOMIC,ERGO_008.mp4,336,77.57,107.47,150.1
ERGONOMIC,ERGO_008.mp4,337,79.16,107.63,151.53
ERGONOMIC,ERGO_008.mp4,338,79.8,107.63,152.17
ERGONOMIC,ERGO_008.mp4,339,79.85,107.75,152.1
ERGONOMIC,ERGO_008.mp4,340,80.15,107.87,152.28
ERGONOMIC,ERGO_008.mp4,341,80.15,107.87,152.28
ERGONOMIC,ERGO_008.mp4,342,80.15,107.99,152.15
ERGONOMIC,ERGO_008.mp4,343,79.91,107.75,152.16
ERGONOMIC,ERGO_008.mp4,344,80.2,107.47,152.73
ERGONOMIC,ERGO_008.mp4,345,80.25,107.31,152.94
ERGONOMIC,ERGO_008.mp4,346,80.3,107.07,153.23
ERGONOMIC,ERGO_008.mp4,347,80.06,106.78,153.27
ERGONOMIC,ERGO_008.mp4,348,79.77,106.5,153.27
ERGONOMIC,ERGO_008.mp4,349,79.77,106.63,153.15
ERGONOMIC,ERGO_008.mp4,350,80.06,107.03,153.03
ERGONOMIC,ERGO_008.mp4,351,80.06,107.39,152.67
ERGONOMIC,ERGO_008.mp4,352,79.77,107.51,152.26
ERGONOMIC,ERGO_008.mp4,353,80.68,107.63,153.05
ERGONOMIC,ERGO_008.mp4,354,81.58,107.51,154.07
ERGONOMIC,ERGO_008.mp4,355,81.87,107.51,154.36
ERGONOMIC,ERGO_008.mp4,356,82.48,107.79,154.69
ERGONOMIC,ERGO_008.mp4,357,82.48,108.07,154.41
ERGONOMIC,ERGO_008.mp4,358,82.8,108.07,154.73
ERGONOMIC,ERGO_008.mp4,359,82.8,108.07,154.73
ERGONOMIC,ERGO_008.mp4,360,82.8,108.11,154.69
ERGONOMIC,ERGO_008.mp4,361,82.77,108.23,154.53
ERGONOMIC,ERGO_008.mp4,362,82.77,108.23,154.53
ERGONOMIC,ERGO_008.mp4,363,83.05,108.11,154.94
ERGONOMIC,ERGO_008.mp4,364,82.77,108.11,154.65
ERGONOMIC,ERGO_008.mp4,365,82.48,107.99,154.49
ERGONOMIC,ERGO_008.mp4,366,82.44,107.83,154.61
ERGONOMIC,ERGO_008.mp4,367,82.44,107.83,154.61
ERGONOMIC,ERGO_008.mp4,368,82.16,107.83,154.32
ERGONOMIC,ERGO_008.mp4,369,82.44,107.75,154.69
ERGONOMIC,ERGO_008.mp4,370,82.73,107.59,155.14
ERGONOMIC,ERGO_008.mp4,371,82.73,107.51,155.22
ERGONOMIC,ERGO_008.mp4,372,82.08,107.19,154.89
ERGONOMIC,ERGO_008.mp4,373,81.75,106.91,154.84
ERGONOMIC,ERGO_008.mp4,374,81.75,106.91,154.84
